id	tag	word	prev_word	next_word	label	prev_label	next_label	prev_tag	start_w_s	start_w_n
430	G_V	Love	I	You	en	en	en	G_PRP	0	0
431	G_PRP	You	Love	,	en	en	univ	G_V	0	0
432	G_X	,	You	Tum	univ	en	hi	G_PRP	0	0
433	G_PRP	Tum	,	Is	hi	univ	hi	G_X	0	0
434	G_PRP	Is	Tum	Duniya	hi	hi	hi	G_PRP	0	0
435	G_N	Duniya	Is	Ki	hi	hi	hi	G_PRP	0	0
436	G_V	Ki	Duniya	Sabse	hi	hi	hi	G_N	0	0
437	G_PRT	Sabse	Ki	Khubsurat	hi	hi	hi	G_V	0	0
438	G_J	Khubsurat	Sabse	Ladki	hi	hi	hi	G_PRT	0	0
439	G_N	Ladki	Khubsurat	Ho	hi	hi	hi	G_J	0	0
440	PSP	Ho	Ladki	Girl	hi	hi	en	G_N	0	0
441	G_N	Girl	Ho	:	en	hi	univ	PSP	0	0
442	G_X	:	Girl	-	univ	en	univ	G_N	0	0
443	G_X	-	:	Par	univ	univ	hi	G_X	0	0
444	PSP	Par	-	Tumhare	hi	univ	hi	G_X	0	0
445	G_PRP	Tumhare	Par	Peeche	hi	hi	hi	PSP	0	0
446	G_R	Peeche	Tumhare	Toh	hi	hi	hi	G_PRP	0	0
447	CC	Toh	Peeche	Mujhse	hi	hi	hi	G_R	0	0
448	G_PRP	Mujhse	Toh	Bhi	hi	hi	hi	CC	0	0
449	G_PRP	Bhi	Mujhse	Zyaada	hi	hi	hi	G_PRP	0	0
450	G_SYM	Zyaada	Bhi	...	hi	hi	univ	G_PRP	0	0
451	G_X	...	Zyaada	http://t.co/mNVsAUACmR	univ	hi	univ	G_SYM	0	0
452	U	http://t.co/mNVsAUACmR	...		univ	univ		G_X	0	0
453	G_X	double_quotes		jab	univ		hi		0	0
454	G_PRP	jab	double_quotes	koi	hi	univ	hi	G_X	0	0
455	G_PRP	koi	jab	ladki	hi	hi	hi	G_PRP	0	0
456	G_N	ladki	koi	na	hi	hi	hi	G_PRP	0	0
457	G_PRT	na	ladki	kehti	hi	hi	hi	G_N	0	0
458	G_V	kehti	na	hai	hi	hi	hi	G_PRT	0	0
459	G_V	hai	kehti	,	hi	hi	univ	G_V	0	0
460	G_X	,	hai	toh	univ	hi	hi	G_V	0	0
461	CC	toh	,	uska	hi	univ	hi	G_X	0	0
462	G_PRP	uska	toh	matlab	hi	hi	hi	CC	0	0
463	G_N	matlab	uska	na	hi	hi	hi	G_PRP	0	0
464	G_PRT	na	matlab	hi	hi	hi	hi	G_N	0	0
465	G_PRT	hi	na	hota	hi	hi	hi	G_PRT	0	0
466	G_V	hota	hi	hai	hi	hi	hi	G_PRT	0	0
467	G_V	hai	hota	(	hi	hi	univ	G_V	0	0
468	G_X	(	hai	when	univ	hi	en	G_V	0	0
469	G_R	when	(	a	en	univ	en	G_X	0	0
470	DT	a	when	girl	en	en	en	G_R	0	0
471	G_N	girl	a	says	en	en	en	DT	0	0
472	G_V	says	girl	no	en	en	en	G_N	0	0
473	G_PRT	no	says	,	en	en	univ	G_V	0	0
474	G_X	,	no	it	univ	en	en	G_PRT	0	0
475	G_PRP	it	,	only	en	univ	en	G_X	0	0
476	G_R	only	it	means	en	en	en	G_PRP	0	0
477	G_V	means	only	no	en	en	en	G_R	0	0
478	G_PRT	no	means	)	en	en	univ	G_V	0	0
479	G_X	)	no	double_quotes	univ	en	univ	G_PRT	0	0
480	G_X	double_quotes	)	#soimportant	univ	univ	univ	G_X	0	0
481	#	#soimportant	double_quotes	http://t.co/CkAMzmhH1g	univ	univ	univ	G_X	1	0
482	U	http://t.co/CkAMzmhH1g	#soimportant		univ	univ		#	0	0
483	G_SYM	Ek		Buri	hi		hi		0	0
484	G_J	Buri	Ek	Ladki	hi	hi	hi	G_SYM	0	0
485	G_N	Ladki	Buri	(	hi	hi	univ	G_J	0	0
486	G_X	(	Ladki	A	univ	hi	en	G_N	0	0
487	DT	A	(	Bad	en	univ	en	G_X	0	0
488	G_J	Bad	A	Girl	en	en	en	DT	0	0
489	G_N	Girl	Bad	)	en	en	univ	G_J	0	0
490	G_X	)	Girl	http://t.co/koPv0s5kha	univ	en	univ	G_N	0	0
491	U	http://t.co/koPv0s5kha	)	via	univ	univ	en	G_X	0	0
492	PSP	via	http://t.co/koPv0s5kha	@imgur	en	univ	univ	U	0	0
493	@	@imgur	via	BAHAHA	univ	en	univ	PSP	1	0
494	G_PRT	BAHAHA	@imgur	.	univ	univ	univ	@	0	0
495	G_X	.	BAHAHA	I	univ	univ	en	G_PRT	0	0
496	G_PRP	I	.	guess	en	univ	en	G_X	0	0
497	G_V	guess	I	I'm	en	en	en	G_PRP	0	0
498	G_N	I'm	guess	a	en	en	en	G_V	0	0
499	DT	a	I'm	#badgirl	en	en	univ	G_N	0	0
500	#	#badgirl	a	:P	univ	en	univ	DT	1	0
501	E	:P	#badgirl	#whatajoke	univ	univ	univ	#	0	0
502	#	#whatajoke	:P	#loadofcrap	univ	univ	univ	E	1	0
503	#	#loadofcrap	#whatajoke		univ	univ		#	1	0
504	G_J	Brlnt		Ans	en		en		0	0
505	G_N	Ans	Brlnt	By	en	en	en	G_J	0	0
506	PSP	By	Ans	bf	en	en	en	G_N	0	0
507	G_N	bf	By	on	en	en	en	PSP	0	0
508	PSP	on	bf	Brk	en	en	en	G_N	0	0
509	G_N	Brk	on	Up	en	en	en	PSP	0	0
510	PSP	Up	Brk	.	en	en	univ	G_N	0	0
511	G_X	.	Up	Girl	univ	en	en	PSP	0	0
512	G_N	Girl	.	;	en	univ	univ	G_X	0	0
513	G_X	;	Girl	Tmhe	univ	en	hi	G_N	0	0
514	G_PRP	Tmhe	;	Mere	hi	univ	hi	G_X	0	0
515	G_PRP	Mere	Tmhe	Jaisi	hi	hi	hi	G_PRP	0	0
516	G_R	Jaisi	Mere	Ladki	hi	hi	hi	G_PRP	0	0
517	G_N	Ladki	Jaisi	Nahi	hi	hi	hi	G_R	0	0
518	G_PRT	Nahi	Ladki	Milegi	hi	hi	hi	G_N	0	0
519	G_V	Milegi	Nahi	.	hi	hi	univ	G_PRT	0	0
520	G_X	.	Milegi	Boy	univ	hi	en	G_V	0	0
521	G_N	Boy	.	Chil	en	univ	en	G_X	0	0
522	G_V	Chil	Boy	swthrt	en	en	en	G_N	0	0
523	G_N	swthrt	Chil	Mjhe	en	en	hi	G_V	0	0
524	G_PRP	Mjhe	swthrt	Tu	hi	en	hi	G_N	0	0
525	G_PRP	Tu	Mjhe	Hi	hi	hi	hi	G_PRP	0	0
526	PSP	Hi	Tu	Ni	hi	hi	hi	G_PRP	0	0
527	G_PRT	Ni	Hi	Psnd	hi	hi	hi	PSP	0	0
528	G_N	Psnd	Ni	To	hi	hi	hi	G_PRT	0	0
529	CC	To	Psnd	Teri	hi	hi	hi	G_N	0	0
530	G_PRP	Teri	To	Jaise	hi	hi	hi	CC	0	0
531	PSP	Jaise	Teri	Kyu	hi	hi	hi	G_PRP	0	0
532	G_PRP	Kyu	Jaise	dhudunga	hi	hi	hi	PSP	0	0
533	G_V	dhudunga	Kyu		hi	hi		G_PRP	0	0
534	G_N	Yaar		ek	hi		hi		0	0
535	G_SYM	ek	Yaar	ladki	hi	hi	hi	G_N	0	0
536	G_N	ladki	ek	hai	hi	hi	hi	G_SYM	0	0
537	G_V	hai	ladki	!	hi	hi	univ	G_N	0	0
538	G_X	!	hai	Haan	univ	hi	hi	G_V	0	0
539	G_N	Haan	!	!	hi	univ	univ	G_X	0	0
540	G_X	!	Haan	Sachi	univ	hi	hi	G_N	0	0
541	G_N	Sachi	!	!	hi	univ	univ	G_X	0	0
542	G_X	!	Sachi	Ek	univ	hi	hi	G_N	0	0
543	G_SYM	Ek	!	naya	hi	univ	hi	G_X	0	0
544	G_J	naya	Ek	crush	hi	hi	en	G_SYM	0	0
545	G_N	crush	naya	!	en	hi	univ	G_J	0	0
546	G_X	!	crush	💞	univ	en	univ	G_N	0	0
547	G_X	💞	!	Aree	univ	univ	hi	G_X	0	0
548	G_PRT	Aree	💞	yaar	hi	univ	hi	G_X	0	0
549	G_N	yaar	Aree	sachi	hi	hi	hi	G_PRT	0	0
550	G_N	sachi	yaar	!	hi	hi	univ	G_N	0	0
551	G_X	!	sachi	Okay	univ	hi	en	G_N	0	0
552	G_R	Okay	!	check	en	univ	en	G_X	0	0
553	G_V	check	Okay	out	en	en	en	G_R	0	0
554	G_PRT	out	check	@ZaalimGF	en	en	univ	G_V	0	0
555	@	@ZaalimGF	out	trailer	univ	en	en	G_PRT	1	0
556	G_N	trailer	@ZaalimGF	This	en	univ	en	@	0	0
557	G_PRP	This	trailer	girl-	en	en	en	G_N	0	0
558	G_N	girl-	This	@meprachimishra	en	en	univ	G_PRP	0	0
559	@	@meprachimishra	girl-	#gorgeous	univ	en	univ	G_N	1	0
560	#	#gorgeous	@meprachimishra	👰	univ	univ	univ	@	1	0
561	G_X	👰	#gorgeous		univ	univ		#	0	0
562	@	@tehseenp		@bwoyblunder	univ		univ		1	0
563	@	@bwoyblunder	@tehseenp	@PMOIndia	univ	univ	univ	@	1	0
564	@	@PMOIndia	@bwoyblunder	@narendramodi	univ	univ	univ	@	1	0
565	@	@narendramodi	@PMOIndia	bhai	univ	univ	hi	@	1	0
566	G_N	bhai	@narendramodi	mere	hi	univ	hi	@	0	0
567	G_PRP	mere	bhai	office	hi	hi	en	G_N	0	0
568	G_N	office	mere	me	en	hi	hi	G_PRP	0	0
569	PSP	me	office	receptionist	hi	en	en	G_N	0	0
570	G_N	receptionist	me	ki	en	hi	hi	PSP	0	0
571	PSP	ki	receptionist	position	hi	en	en	G_N	0	0
572	G_N	position	ki	khaali	en	hi	hi	PSP	0	0
573	G_V	khaali	position	hai	hi	en	hi	G_N	0	0
574	G_V	hai	khaali	.	hi	hi	univ	G_V	0	0
575	G_X	.	hai	kuch	univ	hi	hi	G_V	0	0
576	G_SYM	kuch	.	kaam	hi	univ	hi	G_X	0	0
577	G_N	kaam	kuch	nahi	hi	hi	hi	G_SYM	0	0
578	G_PRT	nahi	kaam	to	hi	hi	hi	G_N	0	0
579	G_PRT	to	nahi	lagwa	hi	hi	hi	G_PRT	0	0
580	G_V	lagwa	to	dun	hi	hi	hi	G_PRT	0	0
581	G_V	dun	lagwa	naukri	hi	hi	hi	G_V	0	0
582	G_N	naukri	dun	?	hi	hi	univ	G_V	0	0
583	G_X	?	naukri		univ	hi		G_N	0	0
584	@	@praktabh		abe	univ		hi		1	0
585	G_N	abe	@praktabh	office	hi	univ	en	@	0	0
586	G_N	office	abe	me	en	hi	hi	G_N	0	0
587	PSP	me	office	kaam	hi	en	hi	G_N	0	0
588	G_V	kaam	me	kr	hi	hi	hi	PSP	0	0
589	G_V	kr	kaam	..	hi	hi	univ	G_V	0	0
590	G_X	..	kr	nahi	univ	hi	hi	G_V	0	0
591	G_PRT	nahi	..	to	hi	univ	hi	G_X	0	0
592	G_PRT	to	nahi	boss	hi	hi	en	G_PRT	0	0
593	G_N	boss	to	gand	en	hi	hi	G_PRT	0	0
594	G_PRT	gand	boss	pe	hi	en	hi	G_N	0	0
595	PSP	pe	gand	laat	hi	hi	hi	G_PRT	0	0
596	G_V	laat	pe	maar	hi	hi	hi	PSP	0	0
597	G_V	maar	laat	k	hi	hi	hi	G_V	0	0
598	PSP	k	maar	bhaga	hi	hi	hi	G_V	0	0
599	G_V	bhaga	k	dega	hi	hi	hi	PSP	0	0
600	G_V	dega	bhaga		hi	hi		G_V	0	0
601	@	@Ujala4u		haaha	univ		hi		1	0
602	G_PRT	haaha	@Ujala4u	..	hi	univ	univ	@	0	0
603	G_X	..	haaha	hum	univ	hi	hi	G_PRT	0	0
604	G_PRP	hum	..	aisy	hi	univ	hi	G_X	0	0
605	G_PRP	aisy	hum	he	hi	hi	hi	G_PRP	0	0
606	G_PRT	he	aisy	hai	hi	hi	hi	G_PRP	0	0
607	G_V	hai	he	biwi	hi	hi	hi	G_PRT	0	0
608	G_N	biwi	hai	office	hi	hi	en	G_V	0	0
609	G_N	office	biwi	mein	en	hi	hi	G_N	0	0
610	PSP	mein	office	kaam	hi	en	hi	G_N	0	0
611	G_N	kaam	mein	kion	hi	hi	hi	PSP	0	0
612	G_PRP	kion	kaam	kry	hi	hi	hi	G_N	0	0
613	G_V	kry	kion	..	hi	hi	univ	G_PRP	0	0
614	G_X	..	kry	hahah	univ	hi	univ	G_V	0	0
615	G_PRT	hahah	..		univ	univ		G_X	0	0
616	@	@Dawoodnusrat		bus	univ		en		1	0
617	G_N	bus	@Dawoodnusrat	office	en	univ	en	@	0	0
618	G_N	office	bus	he	en	en	hi	G_N	0	0
619	G_PRT	he	office	hn	hi	en	hi	G_N	0	0
620	G_V	hn	he	,	hi	hi	univ	G_PRT	0	0
621	G_X	,	hn	Sat	univ	hi	en	G_V	0	0
622	G_N	Sat	,	thora	en	univ	hi	G_X	0	0
623	G_SYM	thora	Sat	thanda	hi	en	hi	G_N	0	0
624	G_J	thanda	thora	hota	hi	hi	hi	G_SYM	0	0
625	G_N	hota	thanda	hay	hi	hi	hi	G_J	0	0
626	G_V	hay	hota	kaam	hi	hi	hi	G_N	0	0
627	G_N	kaam	hay	k	hi	hi	hi	G_V	0	0
628	PSP	k	kaam	point	hi	hi	en	G_N	0	0
629	G_N	point	k	of	en	hi	en	PSP	0	0
630	PSP	of	point	view	en	en	en	G_N	0	0
631	G_N	view	of	say	en	en	hi	PSP	0	0
632	PSP	say	view	you	hi	en	en	G_N	0	0
633	G_PRP	you	say	know	en	hi	en	PSP	0	0
634	G_V	know	you	:)	en	en	univ	G_PRP	0	0
635	E	:)	know		univ	en		G_V	0	0
636	@	@siyal_khan		office	univ		en		1	0
637	G_N	office	@siyal_khan	abb	en	univ	hi	@	0	0
638	G_PRP	abb	office	hum	hi	en	hi	G_N	0	0
639	G_PRP	hum	abb	sub	hi	hi	hi	G_PRP	0	0
640	G_SYM	sub	hum	kaam	hi	hi	hi	G_PRP	0	0
641	G_V	kaam	sub	karty	hi	hi	hi	G_SYM	0	0
642	G_V	karty	kaam	koi	hi	hi	hi	G_V	0	0
643	G_PRP	koi	karty	uni	hi	hi	hi	G_V	0	0
644	G_N	uni	koi	clg	hi	hi	en	G_PRP	0	0
645	G_N	clg	uni	nae	en	hi	hi	G_N	0	0
646	G_PRT	nae	clg	jata	hi	en	hi	G_N	0	0
647	G_V	jata	nae	mere	hi	hi	hi	G_PRT	0	0
648	G_PRP	mere	jata	ghar	hi	hi	hi	G_V	0	0
649	G_N	ghar	mere		hi	hi		G_PRP	0	0
650	G_X	“		@RamgarhKaJai	univ		univ		0	0
651	@	@RamgarhKaJai	“	:	univ	univ	univ	G_X	1	0
652	G_X	:	@RamgarhKaJai	Office	univ	univ	en	@	0	0
653	G_N	Office	:	bhi	en	univ	hi	G_X	0	0
654	G_N	bhi	Office	koi	hi	en	hi	G_N	0	0
655	G_PRP	koi	bhi	kaam	hi	hi	hi	G_N	0	0
656	G_N	kaam	koi	karne	hi	hi	hi	G_PRP	0	0
657	G_V	karne	kaam	ki	hi	hi	hi	G_N	0	0
658	PSP	ki	karne	jagah	hi	hi	hi	G_V	0	0
659	G_N	jagah	ki	hai	hi	hi	hi	PSP	0	0
660	G_V	hai	jagah	bhala	hi	hi	hi	G_N	0	0
661	G_N	bhala	hai	?	hi	hi	univ	G_V	0	0
662	G_X	?	bhala	”	univ	hi	univ	G_N	0	0
663	G_X	”	?	Nahi	univ	univ	hi	G_X	0	0
664	G_PRT	Nahi	”	.	hi	univ	univ	G_X	0	0
665	G_X	.	Nahi	Tabela	univ	hi	hi	G_PRT	0	0
666	G_N	Tabela	.	is	hi	univ	hi	G_X	0	0
667	G_V	is	Tabela	better	hi	hi	en	G_N	0	0
668	G_J	better	is	.	en	hi	univ	G_V	0	0
669	G_X	.	better	Chalo	univ	en	hi	G_J	0	0
670	G_V	Chalo	.	waha	hi	univ	hi	G_X	0	0
671	G_PRP	waha	Chalo	chale	hi	hi	hi	G_V	0	0
672	G_V	chale	waha	.	hi	hi	univ	G_PRP	0	0
673	G_X	.	chale		univ	hi		G_V	0	0
674	@	@eqrab		@HajraAbbottaba	univ		univ		1	0
675	@	@HajraAbbottaba	@eqrab	@AnjumIqbalPTI	univ	univ	univ	@	1	0
676	@	@AnjumIqbalPTI	@HajraAbbottaba	Array	univ	univ	hi	@	1	0
677	G_PRT	Array	@AnjumIqbalPTI	yar	hi	univ	hi	@	0	0
678	G_N	yar	Array	hans	hi	hi	hi	G_PRT	0	0
679	G_N	hans	yar	kar	hi	hi	hi	G_N	0	0
680	G_V	kar	hans	dil	hi	hi	hi	G_N	0	0
681	G_N	dil	kar	na	hi	hi	hi	G_V	0	0
682	G_PRT	na	dil	jalao	hi	hi	hi	G_N	0	0
683	G_N	jalao	na	abhi	hi	hi	hi	G_PRT	0	0
684	G_R	abhi	jalao	sara	hi	hi	hi	G_N	0	0
685	G_SYM	sara	abhi	din	hi	hi	hi	G_R	0	0
686	G_N	din	sara	office	hi	hi	en	G_SYM	0	0
687	G_N	office	din	main	en	hi	hi	G_N	0	0
688	PSP	main	office	bhi	hi	en	hi	G_N	0	0
689	G_PRP	bhi	main	kaam	hi	hi	hi	PSP	0	0
690	G_N	kaam	bhi	karna	hi	hi	hi	G_PRP	0	0
691	G_N	karna	kaam	hay	hi	hi	hi	G_N	0	0
692	G_V	hay	karna		hi	hi		G_N	0	0
693	G_PRT	Yar		Saturday	hi		en		0	0
694	G_N	Saturday	Yar	ko	en	hi	hi	G_PRT	0	0
695	PSP	ko	Saturday	kon	hi	en	hi	G_N	0	0
696	G_PRP	kon	ko	kaam	hi	hi	hi	PSP	0	0
697	G_N	kaam	kon	krta	hi	hi	hi	G_PRP	0	0
698	G_V	krta	kaam	hai	hi	hi	hi	G_N	0	0
699	G_V	hai	krta	..	hi	hi	univ	G_V	0	0
700	G_X	..	hai	ullu	univ	hi	hi	G_V	0	0
701	G_PRT	ullu	..	k	hi	univ	hi	G_X	0	0
702	PSP	k	ullu	phatay	hi	hi	hi	G_PRT	0	0
703	G_PRT	phatay	k	😠	hi	hi	univ	PSP	0	0
704	E	😠	phatay	I	univ	hi	en	G_PRT	0	0
705	G_PRP	I	😠	can	en	univ	en	E	0	0
706	G_V	can	I	watch	en	en	en	G_PRP	0	0
707	G_V	watch	can	Pakistan	en	en	ne	G_V	0	0
708	G_N	Pakistan	watch	loosing	ne	en	en	G_V	0	0
709	G_V	loosing	Pakistan	at	en	ne	en	G_N	0	0
710	PSP	at	loosing	home	en	en	en	G_V	0	0
711	G_N	home	at	not	en	en	en	PSP	0	0
712	G_PRT	not	home	in	en	en	en	G_N	0	0
713	PSP	in	not	fucking	en	en	en	G_PRT	0	0
714	G_J	fucking	in	office	en	en	en	PSP	0	0
715	G_N	office	fucking	😩	en	en	univ	G_J	0	0
716	E	😩	office		univ	en		G_N	0	0
717	@	@Liaqat842		tum	univ		hi		1	0
718	G_PRP	tum	@Liaqat842	sahi	hi	univ	hi	@	0	0
719	G_J	sahi	tum	keh	hi	hi	hi	G_PRP	0	0
720	G_V	keh	sahi	rhy	hi	hi	hi	G_J	0	0
721	G_V	rhy	keh	thy	hi	hi	hi	G_V	0	0
722	G_V	thy	rhy	yeh	hi	hi	hi	G_V	0	0
723	G_PRP	yeh	thy	zayda	hi	hi	hi	G_V	0	0
724	G_SYM	zayda	yeh	buri	hi	hi	hi	G_PRP	0	0
725	G_J	buri	zayda	timings	hi	hi	en	G_SYM	0	0
726	G_N	timings	buri	hain	en	hi	hi	G_J	0	0
727	G_V	hain	timings	3	hi	en	univ	G_N	0	0
728	$	3	hain	wali	univ	hi	hi	G_V	0	1
729	PSP	wali	3	match	hi	univ	en	$	0	0
730	G_N	match	wali	ki😳	en	hi	hi	PSP	0	0
731	PSP	ki😳	match	subah	hi	en	hi	G_N	0	0
732	G_N	subah	ki😳	purany	hi	hi	hi	PSP	0	0
733	G_J	purany	subah	office	hi	hi	en	G_N	0	0
734	G_N	office	purany	bhi	en	hi	hi	G_J	0	0
735	PSP	bhi	office	jna	hi	en	hi	G_N	0	0
736	G_V	jna	bhi	hai	hi	hi	hi	PSP	0	0
737	G_V	hai	jna	kaam	hi	hi	hi	G_V	0	0
738	G_N	kaam	hai	hai	hi	hi	hi	G_V	0	0
739	G_V	hai	kaam	😏	hi	hi	univ	G_N	0	0
740	E	😏	hai		univ	hi		G_V	0	0
741	@	@ChocolateCharsi		no	univ		en		1	0
742	DT	no	@ChocolateCharsi	office	en	univ	en	@	0	0
743	G_N	office	no	hours	en	en	en	DT	0	0
744	G_N	hours	office	!	en	en	univ	G_N	0	0
745	G_X	!	hours	Saara	univ	en	hi	G_N	0	0
746	G_SYM	Saara	!	kaam	hi	univ	hi	G_X	0	0
747	G_N	kaam	Saara	ghar	hi	hi	hi	G_SYM	0	0
748	G_N	ghar	kaam	per	hi	hi	hi	G_N	0	0
749	PSP	per	ghar		hi	hi		G_N	0	0
750	@	@hardik		@ImpatientWoman	univ		univ		1	0
751	@	@ImpatientWoman	@hardik	Arey	univ	univ	hi	@	1	0
752	G_PRT	Arey	@ImpatientWoman	jagah	hi	univ	hi	@	0	0
753	G_N	jagah	Arey	kahan	hi	hi	hi	G_PRT	0	0
754	G_R	kahan	jagah	hai	hi	hi	hi	G_N	0	0
755	G_V	hai	kahan	office	hi	hi	en	G_R	0	0
756	G_N	office	hai	main	en	hi	hi	G_V	0	0
757	PSP	main	office	?	hi	en	univ	G_N	0	0
758	G_X	?	main	Sab	univ	hi	hi	PSP	0	0
759	G_SYM	Sab	?	kaam	hi	univ	hi	G_X	0	0
760	G_N	kaam	Sab	chalu	hi	hi	hi	G_SYM	0	0
761	G_J	chalu	kaam	hai	hi	hi	hi	G_N	0	0
762	G_V	hai	chalu		hi	hi		G_J	0	0
763	@	@FaslaRakhein		dad	univ		en		1	0
764	G_N	dad	@FaslaRakhein	office	en	univ	en	@	0	0
765	G_N	office	dad	k	en	en	hi	G_N	0	0
766	PSP	k	office	kaam	hi	en	hi	G_N	0	0
767	G_N	kaam	k	me	hi	hi	hi	PSP	0	0
768	PSP	me	kaam	phasay	hi	hi	hi	G_N	0	0
769	G_J	phasay	me	hue	hi	hi	hi	PSP	0	0
770	G_V	hue	phasay	hen	hi	hi	hi	G_J	0	0
771	G_V	hen	hue	..	hi	hi	univ	G_V	0	0
772	G_X	..	hen	9	univ	hi	univ	G_V	0	0
773	$	9	..	,	univ	univ	univ	G_X	0	1
774	G_X	,	9	9.3	univ	univ	univ	$	0	0
775	$	9.3	,	tak	univ	univ	hi	G_X	0	1
776	PSP	tak	9.3	aa	hi	univ	hi	$	0	0
777	G_V	aa	tak	jae	hi	hi	hi	PSP	0	0
778	G_V	jae	aa	ge	hi	hi	hi	G_V	0	0
779	G_V	ge	jae	...	hi	hi	univ	G_V	0	0
780	G_X	...	ge	😒😒	univ	hi	univ	G_V	0	0
781	E	😒😒	...	Yaha	univ	univ	hi	G_X	0	0
782	G_PRP	Yaha	😒😒	wait	hi	univ	en	E	0	0
783	G_V	wait	Yaha	hi	en	hi	hi	G_PRP	0	0
784	PSP	hi	wait	nai	hi	en	hi	G_V	0	0
785	G_PRT	nai	hi	ho	hi	hi	hi	PSP	0	0
786	G_V	ho	nai	raha	hi	hi	hi	G_PRT	0	0
787	G_V	raha	ho	..	hi	hi	univ	G_V	0	0
788	G_X	..	raha	😒😒😕	univ	hi	univ	G_V	0	0
789	E	😒😒😕	..		univ	univ		G_X	0	0
790	@	@BeingSkChetan		hmmm	univ		univ		1	0
791	G_PRT	hmmm	@BeingSkChetan	😳	univ	univ	univ	@	0	0
792	E	😳	hmmm	Office	univ	univ	en	G_PRT	0	0
793	G_N	Office	😳	me	en	univ	hi	E	0	0
794	PSP	me	Office	tweet	hi	en	en	G_N	0	0
795	G_V	tweet	me	karre	en	hi	hi	PSP	0	0
796	G_V	karre	tweet	lai	hi	en	hi	G_V	0	0
797	G_V	lai	karre	?	hi	hi	univ	G_V	0	0
798	G_X	?	lai	Phir	univ	hi	hi	G_V	0	0
799	G_R	Phir	?	toh	hi	univ	hi	G_X	0	0
800	G_PRT	toh	Phir	kaam	hi	hi	hi	G_R	0	0
801	G_N	kaam	toh	der	hi	hi	hi	G_PRT	0	0
802	G_N	der	kaam	se	hi	hi	hi	G_N	0	0
803	PSP	se	der	khatam	hi	hi	hi	G_N	0	0
804	G_J	khatam	se	hone	hi	hi	hi	PSP	0	0
805	G_V	hone	khatam	ko	hi	hi	hi	G_J	0	0
806	PSP	ko	hone	hai	hi	hi	hi	G_V	0	0
807	G_V	hai	ko	!	hi	hi	univ	PSP	0	0
808	G_X	!	hai	😂😂😂	univ	hi	univ	G_V	0	0
809	E	😂😂😂	!		univ	univ		G_X	0	0
810	@	@FanSidharth		Muje	univ		hi		1	0
811	G_PRP	Muje	@FanSidharth	dekhne	hi	univ	hi	@	0	0
812	G_V	dekhne	Muje	ke	hi	hi	hi	G_PRP	0	0
813	PSP	ke	dekhne	liye	hi	hi	hi	G_V	0	0
814	PSP	liye	ke	time	hi	hi	en	PSP	0	0
815	G_N	time	liye	nhi	en	hi	hi	PSP	0	0
816	G_R	nhi	time	milta	hi	en	hi	G_N	0	0
817	G_V	milta	nhi	hai	hi	hi	hi	G_R	0	0
818	G_V	hai	milta	re	hi	hi	hi	G_V	0	0
819	G_V	re	hai	.	hi	hi	univ	G_V	0	0
820	G_X	.	re	Kya	univ	hi	hi	G_V	0	0
821	G_PRP	Kya	.	karu	hi	univ	hi	G_X	0	0
822	G_V	karu	Kya	bata	hi	hi	hi	G_PRP	0	0
823	G_V	bata	karu	biddu	hi	hi	hi	G_V	0	0
824	G_PRT	biddu	bata	tu	hi	hi	hi	G_V	0	0
825	G_PRP	tu	biddu	bata	hi	hi	hi	G_PRT	0	0
826	G_V	bata	tu	?	hi	hi	univ	G_PRP	0	0
827	G_X	?	bata	Office	univ	hi	en	G_V	0	0
828	G_N	Office	?	me	en	univ	hi	G_X	0	0
829	PSP	me	Office	kaam	hi	en	hi	G_N	0	0
830	G_N	kaam	me	bhi	hi	hi	hi	PSP	0	0
831	G_PRT	bhi	kaam	hai	hi	hi	hi	G_N	0	0
832	G_V	hai	bhi	bole	hi	hi	hi	G_PRT	0	0
833	G_V	bole	hai	to	hi	hi	hi	G_V	0	0
834	G_PRT	to	bole		hi	hi		G_V	0	0
835	@	@SniperSpot		@SansadBhawan	univ		univ		1	0
836	@	@SansadBhawan	@SniperSpot	@AkshayA80203737	univ	univ	univ	@	1	0
837	@	@AkshayA80203737	@SansadBhawan	@Ek_AAPtard	univ	univ	univ	@	1	0
838	@	@Ek_AAPtard	@AkshayA80203737	@sanat397	univ	univ	univ	@	1	0
839	@	@sanat397	@Ek_AAPtard	Jhaadu	univ	univ	hi	@	1	0
840	G_N	Jhaadu	@sanat397	se	hi	univ	hi	@	0	0
841	PSP	se	Jhaadu	kaam	hi	hi	hi	G_N	0	0
842	G_N	kaam	se	nahi	hi	hi	hi	PSP	0	0
843	G_PRT	nahi	kaam	chala	hi	hi	hi	G_N	0	0
844	G_V	chala	nahi	tou	hi	hi	hi	G_PRT	0	0
845	G_PRT	tou	chala	ab	hi	hi	hi	G_V	0	0
846	G_R	ab	tou	tujhe	hi	hi	hi	G_PRT	0	0
847	G_PRP	tujhe	ab	muli	hi	hi	hi	G_R	0	0
848	G_N	muli	tujhe	chahiye	hi	hi	hi	G_PRP	0	0
849	G_V	chahiye	muli	?	hi	hi	univ	G_N	0	0
850	G_X	?	chahiye	Gaand	univ	hi	hi	G_V	0	0
851	G_PRT	Gaand	?	hai	hi	univ	hi	G_X	0	0
852	G_V	hai	Gaand	ya	hi	hi	hi	G_PRT	0	0
