word	prev_word	next_word	label	prev_label	next_label	prev_tag	tag
I'm	guess	a	en	en	en	G_V	G_N
a	I'm	#badgirl	en	en	univ	G_N	DT
#badgirl	a	:P	univ	en	univ	DT	#
:P	#badgirl	#whatajoke	univ	univ	univ	#	E
#whatajoke	:P	#loadofcrap	univ	univ	univ	E	#
#loadofcrap	#whatajoke	####	univ	univ	####	#	#
####	#loadofcrap	Brlnt	####	univ	en	#	####
Brlnt	####	Ans	en	####	en	####	G_J
Ans	Brlnt	By	en	en	en	G_J	G_N
By	Ans	bf	en	en	en	G_N	PSP
bf	By	on	en	en	en	PSP	G_N
on	bf	Brk	en	en	en	G_N	PSP
Brk	on	Up	en	en	en	PSP	G_N
Up	Brk	0	en	en	univ	G_N	PSP
0	Up	Girl	univ	en	en	PSP	G_X
Girl	0	;	en	univ	univ	G_X	G_N
;	Girl	Tmhe	univ	en	hi	G_N	G_X
Tmhe	;	Mere	hi	univ	hi	G_X	G_PRP
Mere	Tmhe	Jaisi	hi	hi	hi	G_PRP	G_PRP
Jaisi	Mere	Ladki	hi	hi	hi	G_PRP	G_R
Ladki	Jaisi	Nahi	hi	hi	hi	G_R	G_N
Nahi	Ladki	Milegi	hi	hi	hi	G_N	G_PRT
Milegi	Nahi	0	hi	hi	univ	G_PRT	G_V
0	Milegi	Boy	univ	hi	en	G_V	G_X
Boy	0	Chil	en	univ	en	G_X	G_N
Chil	Boy	swthrt	en	en	en	G_N	G_V
swthrt	Chil	Mjhe	en	en	hi	G_V	G_N
Mjhe	swthrt	Tu	hi	en	hi	G_N	G_PRP
Tu	Mjhe	Hi	hi	hi	hi	G_PRP	G_PRP
Hi	Tu	Ni	hi	hi	hi	G_PRP	PSP
Ni	Hi	Psnd	hi	hi	hi	PSP	G_PRT
Psnd	Ni	To	hi	hi	hi	G_PRT	G_N
To	Psnd	Teri	hi	hi	hi	G_N	CC
Teri	To	Jaise	hi	hi	hi	CC	G_PRP
Jaise	Teri	Kyu	hi	hi	hi	G_PRP	PSP
Kyu	Jaise	dhudunga	hi	hi	hi	PSP	G_PRP
dhudunga	Kyu	####	hi	hi	####	G_PRP	G_V
####	dhudunga	Yaar	####	hi	hi	G_V	####
Yaar	####	ek	hi	####	hi	####	G_N
ek	Yaar	ladki	hi	hi	hi	G_N	G_SYM
ladki	ek	hai	hi	hi	hi	G_SYM	G_N
hai	ladki	!	hi	hi	univ	G_N	G_V
!	hai	Haan	univ	hi	hi	G_V	G_X
Haan	!	!	hi	univ	univ	G_X	G_N
!	Haan	Sachi	univ	hi	hi	G_N	G_X
Sachi	!	!	hi	univ	univ	G_X	G_N
!	Sachi	Ek	univ	hi	hi	G_N	G_X
Ek	!	naya	hi	univ	hi	G_X	G_SYM
naya	Ek	crush	hi	hi	en	G_SYM	G_J
crush	naya	!	en	hi	univ	G_J	G_N
!	crush	💞	univ	en	univ	G_N	G_X
💞	!	Aree	univ	univ	hi	G_X	G_X
Aree	💞	yaar	hi	univ	hi	G_X	G_PRT
yaar	Aree	sachi	hi	hi	hi	G_PRT	G_N
sachi	yaar	!	hi	hi	univ	G_N	G_N
!	sachi	Okay	univ	hi	en	G_N	G_X
Okay	!	check	en	univ	en	G_X	G_R
check	Okay	out	en	en	en	G_R	G_V
out	check	@ZaalimGF	en	en	univ	G_V	G_PRT
@ZaalimGF	out	trailer	univ	en	en	G_PRT	@
trailer	@ZaalimGF	This	en	univ	en	@	G_N
This	trailer	girl-	en	en	en	G_N	G_PRP
girl-	This	@meprachimishra	en	en	univ	G_PRP	G_N
@meprachimishra	girl-	#gorgeous	univ	en	univ	G_N	@
#gorgeous	@meprachimishra	👰	univ	univ	univ	@	#
👰	#gorgeous	####	univ	univ	####	#	G_X
####	👰	@tehseenp	####	univ	univ	G_X	####
@tehseenp	####	@bwoyblunder	univ	####	univ	####	@
@bwoyblunder	@tehseenp	@PMOIndia	univ	univ	univ	@	@
@PMOIndia	@bwoyblunder	@narendramodi	univ	univ	univ	@	@
@narendramodi	@PMOIndia	bhai	univ	univ	hi	@	@
bhai	@narendramodi	mere	hi	univ	hi	@	G_N
mere	bhai	office	hi	hi	en	G_N	G_PRP
office	mere	me	en	hi	hi	G_PRP	G_N
me	office	receptionist	hi	en	en	G_N	PSP
receptionist	me	ki	en	hi	hi	PSP	G_N
ki	receptionist	position	hi	en	en	G_N	PSP
position	ki	khaali	en	hi	hi	PSP	G_N
khaali	position	hai	hi	en	hi	G_N	G_V
hai	khaali	0	hi	hi	univ	G_V	G_V
0	hai	kuch	univ	hi	hi	G_V	G_X
kuch	0	kaam	hi	univ	hi	G_X	G_SYM
kaam	kuch	nahi	hi	hi	hi	G_SYM	G_N
nahi	kaam	to	hi	hi	hi	G_N	G_PRT
to	nahi	lagwa	hi	hi	hi	G_PRT	G_PRT
lagwa	to	dun	hi	hi	hi	G_PRT	G_V
dun	lagwa	naukri	hi	hi	hi	G_V	G_V
naukri	dun	?	hi	hi	univ	G_V	G_N
?	naukri	####	univ	hi	####	G_N	G_X
####	?	@praktabh	####	univ	univ	G_X	####
@praktabh	####	abe	univ	####	hi	####	@
abe	@praktabh	office	hi	univ	en	@	G_N
office	abe	me	en	hi	hi	G_N	G_N
me	office	kaam	hi	en	hi	G_N	PSP
kaam	me	kr	hi	hi	hi	PSP	G_V
kr	kaam	..	hi	hi	univ	G_V	G_V
..	kr	nahi	univ	hi	hi	G_V	G_X
nahi	..	to	hi	univ	hi	G_X	G_PRT
to	nahi	boss	hi	hi	en	G_PRT	G_PRT
boss	to	gand	en	hi	hi	G_PRT	G_N
gand	boss	pe	hi	en	hi	G_N	G_PRT
pe	gand	laat	hi	hi	hi	G_PRT	PSP
laat	pe	maar	hi	hi	hi	PSP	G_V
maar	laat	k	hi	hi	hi	G_V	G_V
k	maar	bhaga	hi	hi	hi	G_V	PSP
bhaga	k	dega	hi	hi	hi	PSP	G_V
dega	bhaga	####	hi	hi	####	G_V	G_V
####	dega	@Ujala4u	####	hi	univ	G_V	####
@Ujala4u	####	haaha	univ	####	hi	####	@
haaha	@Ujala4u	..	hi	univ	univ	@	G_PRT
..	haaha	hum	univ	hi	hi	G_PRT	G_X
hum	..	aisy	hi	univ	hi	G_X	G_PRP
aisy	hum	he	hi	hi	hi	G_PRP	G_PRP
he	aisy	hai	hi	hi	hi	G_PRP	G_PRT
hai	he	biwi	hi	hi	hi	G_PRT	G_V
biwi	hai	office	hi	hi	en	G_V	G_N
office	biwi	mein	en	hi	hi	G_N	G_N
mein	office	kaam	hi	en	hi	G_N	PSP
kaam	mein	kion	hi	hi	hi	PSP	G_N
kion	kaam	kry	hi	hi	hi	G_N	G_PRP
kry	kion	..	hi	hi	univ	G_PRP	G_V
..	kry	hahah	univ	hi	univ	G_V	G_X
hahah	..	####	univ	univ	####	G_X	G_PRT
####	hahah	@Dawoodnusrat	####	univ	univ	G_PRT	####
@Dawoodnusrat	####	bus	univ	####	en	####	@
bus	@Dawoodnusrat	office	en	univ	en	@	G_N
office	bus	he	en	en	hi	G_N	G_N
he	office	hn	hi	en	hi	G_N	G_PRT
hn	he	,	hi	hi	univ	G_PRT	G_V
,	hn	Sat	univ	hi	en	G_V	G_X
Sat	,	thora	en	univ	hi	G_X	G_N
thora	Sat	thanda	hi	en	hi	G_N	G_SYM
thanda	thora	hota	hi	hi	hi	G_SYM	G_J
hota	thanda	hay	hi	hi	hi	G_J	G_N
hay	hota	kaam	hi	hi	hi	G_N	G_V
kaam	hay	k	hi	hi	hi	G_V	G_N
k	kaam	point	hi	hi	en	G_N	PSP
point	k	of	en	hi	en	PSP	G_N
of	point	view	en	en	en	G_N	PSP
view	of	say	en	en	hi	PSP	G_N
say	view	you	hi	en	en	G_N	PSP
you	say	know	en	hi	en	PSP	G_PRP
know	you	:)	en	en	univ	G_PRP	G_V
:)	know	####	univ	en	####	G_V	E
####	:)	@siyal_khan	####	univ	univ	E	####
@siyal_khan	####	office	univ	####	en	####	@
office	@siyal_khan	abb	en	univ	hi	@	G_N
abb	office	hum	hi	en	hi	G_N	G_PRP
hum	abb	sub	hi	hi	hi	G_PRP	G_PRP
sub	hum	kaam	hi	hi	hi	G_PRP	G_SYM
kaam	sub	karty	hi	hi	hi	G_SYM	G_V
karty	kaam	koi	hi	hi	hi	G_V	G_V
koi	karty	uni	hi	hi	hi	G_V	G_PRP
uni	koi	clg	hi	hi	en	G_PRP	G_N
clg	uni	nae	en	hi	hi	G_N	G_N
nae	clg	jata	hi	en	hi	G_N	G_PRT
jata	nae	mere	hi	hi	hi	G_PRT	G_V
mere	jata	ghar	hi	hi	hi	G_V	G_PRP
ghar	mere	####	hi	hi	####	G_PRP	G_N
####	ghar	“	####	hi	univ	G_N	####
“	####	@RamgarhKaJai	univ	####	univ	####	G_X
@RamgarhKaJai	“	:	univ	univ	univ	G_X	@
:	@RamgarhKaJai	Office	univ	univ	en	@	G_X
Office	:	bhi	en	univ	hi	G_X	G_N
bhi	Office	koi	hi	en	hi	G_N	G_N
koi	bhi	kaam	hi	hi	hi	G_N	G_PRP
kaam	koi	karne	hi	hi	hi	G_PRP	G_N
karne	kaam	ki	hi	hi	hi	G_N	G_V
ki	karne	jagah	hi	hi	hi	G_V	PSP
jagah	ki	hai	hi	hi	hi	PSP	G_N
hai	jagah	bhala	hi	hi	hi	G_N	G_V
bhala	hai	?	hi	hi	univ	G_V	G_N
?	bhala	”	univ	hi	univ	G_N	G_X
”	?	Nahi	univ	univ	hi	G_X	G_X
Nahi	”	0	hi	univ	univ	G_X	G_PRT
0	Nahi	Tabela	univ	hi	hi	G_PRT	G_X
Tabela	0	is	hi	univ	hi	G_X	G_N
is	Tabela	better	hi	hi	en	G_N	G_V
better	is	0	en	hi	univ	G_V	G_J
0	better	Chalo	univ	en	hi	G_J	G_X
Chalo	0	waha	hi	univ	hi	G_X	G_V
waha	Chalo	chale	hi	hi	hi	G_V	G_PRP
chale	waha	0	hi	hi	univ	G_PRP	G_V
0	chale	####	univ	hi	####	G_V	G_X
####	0	@eqrab	####	univ	univ	G_X	####
@eqrab	####	@HajraAbbottaba	univ	####	univ	####	@
@HajraAbbottaba	@eqrab	@AnjumIqbalPTI	univ	univ	univ	@	@
@AnjumIqbalPTI	@HajraAbbottaba	Array	univ	univ	hi	@	@
Array	@AnjumIqbalPTI	yar	hi	univ	hi	@	G_PRT
yar	Array	hans	hi	hi	hi	G_PRT	G_N
hans	yar	kar	hi	hi	hi	G_N	G_N
kar	hans	dil	hi	hi	hi	G_N	G_V
dil	kar	na	hi	hi	hi	G_V	G_N
na	dil	jalao	hi	hi	hi	G_N	G_PRT
jalao	na	abhi	hi	hi	hi	G_PRT	G_N
abhi	jalao	sara	hi	hi	hi	G_N	G_R
sara	abhi	din	hi	hi	hi	G_R	G_SYM
din	sara	office	hi	hi	en	G_SYM	G_N
office	din	main	en	hi	hi	G_N	G_N
main	office	bhi	hi	en	hi	G_N	PSP
bhi	main	kaam	hi	hi	hi	PSP	G_PRP
kaam	bhi	karna	hi	hi	hi	G_PRP	G_N
karna	kaam	hay	hi	hi	hi	G_N	G_N
hay	karna	####	hi	hi	####	G_N	G_V
####	hay	Yar	####	hi	hi	G_V	####
Yar	####	Saturday	hi	####	en	####	G_PRT
Saturday	Yar	ko	en	hi	hi	G_PRT	G_N
ko	Saturday	kon	hi	en	hi	G_N	PSP
kon	ko	kaam	hi	hi	hi	PSP	G_PRP
kaam	kon	krta	hi	hi	hi	G_PRP	G_N
krta	kaam	hai	hi	hi	hi	G_N	G_V
hai	krta	..	hi	hi	univ	G_V	G_V
..	hai	ullu	univ	hi	hi	G_V	G_X
ullu	..	k	hi	univ	hi	G_X	G_PRT
k	ullu	phatay	hi	hi	hi	G_PRT	PSP
phatay	k	😠	hi	hi	univ	PSP	G_PRT
😠	phatay	I	univ	hi	en	G_PRT	E
I	😠	can	en	univ	en	E	G_PRP
can	I	watch	en	en	en	G_PRP	G_V
watch	can	Pakistan	en	en	ne	G_V	G_V
Pakistan	watch	loosing	ne	en	en	G_V	G_N
loosing	Pakistan	at	en	ne	en	G_N	G_V
at	loosing	home	en	en	en	G_V	PSP
home	at	not	en	en	en	PSP	G_N
not	home	in	en	en	en	G_N	G_PRT
in	not	fucking	en	en	en	G_PRT	PSP
fucking	in	office	en	en	en	PSP	G_J
office	fucking	😩	en	en	univ	G_J	G_N
😩	office	####	univ	en	####	G_N	E
####	😩	@Liaqat842	####	univ	univ	E	####
@Liaqat842	####	tum	univ	####	hi	####	@
tum	@Liaqat842	sahi	hi	univ	hi	@	G_PRP
sahi	tum	keh	hi	hi	hi	G_PRP	G_J
keh	sahi	rhy	hi	hi	hi	G_J	G_V
rhy	keh	thy	hi	hi	hi	G_V	G_V
thy	rhy	yeh	hi	hi	hi	G_V	G_V
yeh	thy	zayda	hi	hi	hi	G_V	G_PRP
zayda	yeh	buri	hi	hi	hi	G_PRP	G_SYM
buri	zayda	timings	hi	hi	en	G_SYM	G_J
timings	buri	hain	en	hi	hi	G_J	G_N
hain	timings	3	hi	en	univ	G_N	G_V
3	hain	wali	univ	hi	hi	G_V	$
wali	3	match	hi	univ	en	$	PSP
match	wali	ki😳	en	hi	hi	PSP	G_N
ki😳	match	subah	hi	en	hi	G_N	PSP
subah	ki😳	purany	hi	hi	hi	PSP	G_N
purany	subah	office	hi	hi	en	G_N	G_J
office	purany	bhi	en	hi	hi	G_J	G_N
bhi	office	jna	hi	en	hi	G_N	PSP
jna	bhi	hai	hi	hi	hi	PSP	G_V
hai	jna	kaam	hi	hi	hi	G_V	G_V
kaam	hai	hai	hi	hi	hi	G_V	G_N
hai	kaam	😏	hi	hi	univ	G_N	G_V
😏	hai	####	univ	hi	####	G_V	E
####	😏	@ChocolateCharsi	####	univ	univ	E	####
@ChocolateCharsi	####	no	univ	####	en	####	@
no	@ChocolateCharsi	office	en	univ	en	@	DT
office	no	hours	en	en	en	DT	G_N
hours	office	!	en	en	univ	G_N	G_N
!	hours	Saara	univ	en	hi	G_N	G_X
Saara	!	kaam	hi	univ	hi	G_X	G_SYM
kaam	Saara	ghar	hi	hi	hi	G_SYM	G_N
ghar	kaam	per	hi	hi	hi	G_N	G_N
per	ghar	####	hi	hi	####	G_N	PSP
####	per	@hardik	####	hi	univ	PSP	####
@hardik	####	@ImpatientWoman	univ	####	univ	####	@
@ImpatientWoman	@hardik	Arey	univ	univ	hi	@	@
Arey	@ImpatientWoman	jagah	hi	univ	hi	@	G_PRT
jagah	Arey	kahan	hi	hi	hi	G_PRT	G_N
kahan	jagah	hai	hi	hi	hi	G_N	G_R
hai	kahan	office	hi	hi	en	G_R	G_V
office	hai	main	en	hi	hi	G_V	G_N
main	office	?	hi	en	univ	G_N	PSP
?	main	Sab	univ	hi	hi	PSP	G_X
Sab	?	kaam	hi	univ	hi	G_X	G_SYM
kaam	Sab	chalu	hi	hi	hi	G_SYM	G_N
chalu	kaam	hai	hi	hi	hi	G_N	G_J
hai	chalu	####	hi	hi	####	G_J	G_V
####	hai	@FaslaRakhein	####	hi	univ	G_V	####
@FaslaRakhein	####	dad	univ	####	en	####	@
dad	@FaslaRakhein	office	en	univ	en	@	G_N
office	dad	k	en	en	hi	G_N	G_N
k	office	kaam	hi	en	hi	G_N	PSP
kaam	k	me	hi	hi	hi	PSP	G_N
me	kaam	phasay	hi	hi	hi	G_N	PSP
phasay	me	hue	hi	hi	hi	PSP	G_J
hue	phasay	hen	hi	hi	hi	G_J	G_V
hen	hue	..	hi	hi	univ	G_V	G_V
..	hen	9	univ	hi	univ	G_V	G_X
9	..	,	univ	univ	univ	G_X	$
,	9	9.3	univ	univ	univ	$	G_X
9.3	,	tak	univ	univ	hi	G_X	$
tak	9.3	aa	hi	univ	hi	$	PSP
aa	tak	jae	hi	hi	hi	PSP	G_V
jae	aa	ge	hi	hi	hi	G_V	G_V
ge	jae	...	hi	hi	univ	G_V	G_V
...	ge	😒😒	univ	hi	univ	G_V	G_X
😒😒	...	Yaha	univ	univ	hi	G_X	E
Yaha	😒😒	wait	hi	univ	en	E	G_PRP
wait	Yaha	hi	en	hi	hi	G_PRP	G_V
hi	wait	nai	hi	en	hi	G_V	PSP
nai	hi	ho	hi	hi	hi	PSP	G_PRT
ho	nai	raha	hi	hi	hi	G_PRT	G_V
raha	ho	..	hi	hi	univ	G_V	G_V
..	raha	😒😒😕	univ	hi	univ	G_V	G_X
😒😒😕	..	####	univ	univ	####	G_X	E
####	😒😒😕	@BeingSkChetan	####	univ	univ	E	####
@BeingSkChetan	####	hmmm	univ	####	univ	####	@
hmmm	@BeingSkChetan	😳	univ	univ	univ	@	G_PRT
😳	hmmm	Office	univ	univ	en	G_PRT	E
Office	😳	me	en	univ	hi	E	G_N
me	Office	tweet	hi	en	en	G_N	PSP
tweet	me	karre	en	hi	hi	PSP	G_V
karre	tweet	lai	hi	en	hi	G_V	G_V
lai	karre	?	hi	hi	univ	G_V	G_V
?	lai	Phir	univ	hi	hi	G_V	G_X
Phir	?	toh	hi	univ	hi	G_X	G_R
toh	Phir	kaam	hi	hi	hi	G_R	G_PRT
kaam	toh	der	hi	hi	hi	G_PRT	G_N
der	kaam	se	hi	hi	hi	G_N	G_N
se	der	khatam	hi	hi	hi	G_N	PSP
khatam	se	hone	hi	hi	hi	PSP	G_J
hone	khatam	ko	hi	hi	hi	G_J	G_V
ko	hone	hai	hi	hi	hi	G_V	PSP
hai	ko	!	hi	hi	univ	PSP	G_V
!	hai	😂😂😂	univ	hi	univ	G_V	G_X
😂😂😂	!	####	univ	univ	####	G_X	E
####	😂😂😂	@FanSidharth	####	univ	univ	E	####
@FanSidharth	####	Muje	univ	####	hi	####	@
Muje	@FanSidharth	dekhne	hi	univ	hi	@	G_PRP
dekhne	Muje	ke	hi	hi	hi	G_PRP	G_V
ke	dekhne	liye	hi	hi	hi	G_V	PSP
liye	ke	time	hi	hi	en	PSP	PSP
time	liye	nhi	en	hi	hi	PSP	G_N
nhi	time	milta	hi	en	hi	G_N	G_R
milta	nhi	hai	hi	hi	hi	G_R	G_V
hai	milta	re	hi	hi	hi	G_V	G_V
re	hai	0	hi	hi	univ	G_V	G_V
0	re	Kya	univ	hi	hi	G_V	G_X
Kya	0	karu	hi	univ	hi	G_X	G_PRP
karu	Kya	bata	hi	hi	hi	G_PRP	G_V
bata	karu	biddu	hi	hi	hi	G_V	G_V
biddu	bata	tu	hi	hi	hi	G_V	G_PRT
tu	biddu	bata	hi	hi	hi	G_PRT	G_PRP
bata	tu	?	hi	hi	univ	G_PRP	G_V
?	bata	Office	univ	hi	en	G_V	G_X
Office	?	me	en	univ	hi	G_X	G_N
me	Office	kaam	hi	en	hi	G_N	PSP
kaam	me	bhi	hi	hi	hi	PSP	G_N
bhi	kaam	hai	hi	hi	hi	G_N	G_PRT
hai	bhi	bole	hi	hi	hi	G_PRT	G_V
bole	hai	to	hi	hi	hi	G_V	G_V
to	bole	####	hi	hi	####	G_V	G_PRT
####	to	@SniperSpot	####	hi	univ	G_PRT	####
@SniperSpot	####	@SansadBhawan	univ	####	univ	####	@
@SansadBhawan	@SniperSpot	@AkshayA80203737	univ	univ	univ	@	@
@AkshayA80203737	@SansadBhawan	@Ek_AAPtard	univ	univ	univ	@	@
@Ek_AAPtard	@AkshayA80203737	@sanat397	univ	univ	univ	@	@
@sanat397	@Ek_AAPtard	Jhaadu	univ	univ	hi	@	@
Jhaadu	@sanat397	se	hi	univ	hi	@	G_N
se	Jhaadu	kaam	hi	hi	hi	G_N	PSP
kaam	se	nahi	hi	hi	hi	PSP	G_N
nahi	kaam	chala	hi	hi	hi	G_N	G_PRT
chala	nahi	tou	hi	hi	hi	G_PRT	G_V
tou	chala	ab	hi	hi	hi	G_V	G_PRT
ab	tou	tujhe	hi	hi	hi	G_PRT	G_R
tujhe	ab	muli	hi	hi	hi	G_R	G_PRP
muli	tujhe	chahiye	hi	hi	hi	G_PRP	G_N
chahiye	muli	?	hi	hi	univ	G_N	G_V
?	chahiye	Gaand	univ	hi	hi	G_V	G_X
Gaand	?	hai	hi	univ	hi	G_X	G_PRT
hai	Gaand	ya	hi	hi	hi	G_PRT	G_V
ya	hai	office	hi	hi	en	G_V	CC
office	ya	?	en	hi	univ	CC	G_N
?	office	####	univ	en	####	G_N	G_X
####	?	Keep	####	univ	en	G_X	####
Keep	####	calm	en	####	en	####	G_V
calm	Keep	and	en	en	en	G_V	G_J
and	calm	keep	en	en	en	G_J	CC
keep	and	kaam	en	en	hi	CC	G_V
kaam	keep	se	hi	en	hi	G_V	G_N
se	kaam	kaam	hi	hi	hi	G_N	PSP
kaam	se	!!!	hi	hi	univ	PSP	G_N
!!!	kaam	#office	univ	hi	univ	G_N	G_X
#office	!!!	#tgif	univ	univ	univ	G_X	#
#tgif	#office	#nametag	univ	univ	univ	#	#
#nametag	#tgif	#buddha	univ	univ	univ	#	#
#buddha	#nametag	#SouvenirFromManali	univ	univ	univ	#	#
#SouvenirFromManali	#buddha	#keepcalm	univ	univ	univ	#	#
#keepcalm	#SouvenirFromManali	http://t.co/qg7KrE3RMN	univ	univ	univ	#	#
http://t.co/qg7KrE3RMN	#keepcalm	####	univ	univ	####	#	U
####	http://t.co/qg7KrE3RMN	Tere	####	univ	hi	U	####
Tere	####	office	hi	####	en	####	G_PRP
office	Tere	me	en	hi	en	G_PRP	G_N
me	office	koi	en	en	hi	G_N	PSP
koi	me	kaam	hi	en	hi	PSP	G_PRP
kaam	koi	dandha	hi	hi	hi	G_PRP	G_N
dandha	kaam	nai	hi	hi	hi	G_N	G_N
nai	dandha	hai	hi	hi	hi	G_N	G_PRT
hai	nai	lagta	hi	hi	hi	G_PRT	G_V
lagta	hai	:P	hi	hi	univ	G_V	G_R
:P	lagta	####	univ	hi	####	G_R	E
####	:P	@aru36629	####	univ	univ	E	####
@aru36629	####	haha	univ	####	univ	####	@
haha	@aru36629	smjh	univ	univ	hi	@	G_PRT
smjh	haha	gyi	hi	univ	hi	G_PRT	G_V
gyi	smjh	mai	hi	hi	hi	G_V	G_V
mai	gyi	accha	hi	hi	hi	G_V	G_PRP
accha	mai	tum	hi	hi	hi	G_PRP	G_R
tum	accha	office	hi	hi	en	G_R	G_PRP
office	tum	se	en	hi	hi	G_PRP	G_N
se	office	aane	hi	en	hi	G_N	PSP
aane	se	ke	hi	hi	hi	PSP	G_N
ke	aane	baad	hi	hi	hi	G_N	PSP
baad	ke	kya	hi	hi	hi	PSP	G_N
kya	baad	krti	hi	hi	hi	G_N	G_PRP
krti	kya	ho	hi	hi	hi	G_PRP	G_V
ho	krti	?	hi	hi	univ	G_V	G_V
?	ho	####	univ	hi	####	G_V	G_X
####	?	@khusshhagrawal	####	univ	univ	G_X	####
@khusshhagrawal	####	can't	univ	####	en	####	@
can't	@khusshhagrawal	wait	en	univ	en	@	G_V
wait	can't	yaar	en	en	hi	G_V	G_V
yaar	wait	0	hi	en	univ	G_V	G_PRT
0	yaar	I'm	univ	hi	en	G_PRT	G_X
I'm	0	in	en	univ	en	G_X	G_N
in	I'm	office	en	en	en	G_N	PSP
office	in	0	en	en	univ	PSP	G_N
0	office	Accha	univ	en	hi	G_N	G_X
Accha	0	atleast	hi	univ	en	G_X	G_R
atleast	Accha	give	en	hi	en	G_R	G_R
give	atleast	me	en	en	en	G_R	G_V
me	give	some	en	en	en	G_V	G_PRP
some	me	hint	en	en	en	G_PRP	DT
hint	some	*	en	en	univ	DT	G_N
*	hint	Maine	univ	en	hi	G_N	G_X
Maine	*	bhi	hi	univ	hi	G_X	G_PRP
bhi	Maine	diya	hi	hi	hi	G_PRP	G_PRT
diya	bhi	tha	hi	hi	hi	G_PRT	G_V
tha	diya	:p	hi	hi	univ	G_V	G_V
:p	tha	####	univ	hi	####	G_V	E
####	:p	accha	####	univ	hi	E	####
accha	####	i	hi	####	en	####	G_R
i	accha	should	en	hi	en	G_R	G_PRP
should	i	sleep	en	en	en	G_PRP	G_V
sleep	should	,	en	en	univ	G_V	G_V
,	sleep	kaal	univ	en	hi	G_V	G_X
kaal	,	office	hi	univ	en	G_X	G_R
office	kaal	hai	en	hi	hi	G_R	G_N
hai	office	:(	hi	en	univ	G_N	G_V
:(	hai	####	univ	hi	####	G_V	E
####	:(	@theUglyDude007	####	univ	univ	E	####
@theUglyDude007	####	@suzali86	univ	####	univ	####	@
@suzali86	@theUglyDude007	ruz	univ	univ	hi	@	@
ruz	@suzali86	kaam	hi	univ	hi	@	G_R
kaam	ruz	karta	hi	hi	hi	G_R	G_N
karta	kaam	tu	hi	hi	hi	G_N	G_V
tu	karta	sunday	hi	hi	en	G_V	G_PRP
sunday	tu	ku	en	hi	hi	G_PRP	G_N
ku	sunday	office	hi	en	en	G_N	G_PRP
office	ku	nahi	en	hi	hi	G_PRP	G_N
nahi	office	jana	hi	en	hi	G_N	G_PRT
jana	nahi	padta	hi	hi	hi	G_PRT	G_V
padta	jana	####	hi	hi	####	G_V	G_V
####	padta	Office	####	hi	en	G_V	####
Office	####	mein	en	####	hi	####	G_N
mein	Office	kisi	hi	en	hi	G_N	PSP
kisi	mein	bandy	hi	hi	hi	PSP	G_PRP
bandy	kisi	ko	hi	hi	hi	G_PRP	G_N
ko	bandy	favor	hi	hi	en	G_N	PSP
favor	ko	de	en	hi	hi	PSP	G_N
de	favor	do	hi	en	hi	G_N	G_V
do	de	to	hi	hi	hi	G_V	G_V
to	do	jaty	hi	hi	hi	G_V	PSP
jaty	to	hoye	hi	hi	hi	PSP	G_V
hoye	jaty	apna	hi	hi	hi	G_V	G_V
apna	hoye	number	hi	hi	en	G_V	G_PRP
number	apna	de	en	hi	hi	G_PRP	G_N
de	number	jata	hi	en	hi	G_N	G_V
jata	de	hai	hi	hi	hi	G_V	G_V
hai	jata	kay	hi	hi	hi	G_V	G_V
kay	hai	koi	hi	hi	hi	G_V	CC
koi	kay	kaam	hi	hi	hi	CC	G_PRP
kaam	koi	ho	hi	hi	hi	G_PRP	G_N
ho	kaam	to	hi	hi	hi	G_N	G_V
to	ho	btana	hi	hi	hi	G_V	G_PRT
btana	to	aur	hi	hi	hi	G_PRT	G_N
aur	btana	baad	hi	hi	hi	G_N	CC
baad	aur	mein	hi	hi	hi	CC	G_R
mein	baad	saaly	hi	hi	hi	G_R	PSP
saaly	mein	phone	hi	hi	en	PSP	G_PRT
phone	saaly	hi	en	hi	hi	G_PRT	G_N
hi	phone	nai	hi	en	hi	G_N	PSP
nai	hi	sunty	hi	hi	hi	PSP	G_PRT
sunty	nai	0	hi	hi	univ	G_PRT	G_N
0	sunty	####	univ	hi	####	G_N	G_X
####	0	Kasam	####	univ	hi	G_X	####
Kasam	####	se	hi	####	hi	####	G_N
se	Kasam	!	hi	hi	univ	G_N	PSP
!	se	aisa	univ	hi	hi	PSP	G_X
aisa	!	imandari	hi	univ	hi	G_X	G_PRP
imandari	aisa	ka	hi	hi	hi	G_PRP	G_J
ka	imandari	virus	hi	hi	en	G_J	PSP
virus	ka	felayenge	en	hi	hi	PSP	G_N
felayenge	virus	,	hi	en	univ	G_N	G_N
,	felayenge	bahut	univ	hi	hi	G_N	G_X
bahut	,	mann	hi	univ	hi	G_X	G_SYM
mann	bahut	hai	hi	hi	hi	G_SYM	G_N
hai	mann	sarkari	hi	hi	hi	G_N	G_V
sarkari	hai	office	hi	hi	en	G_V	G_J
office	sarkari	mein	en	hi	hi	G_J	G_N
mein	office	logon	hi	en	hi	G_N	PSP
logon	mein	ko	hi	hi	hi	PSP	G_N
ko	logon	kaam	hi	hi	hi	G_N	PSP
kaam	ko	karte	hi	hi	hi	PSP	G_N
karte	kaam	dekhne	hi	hi	hi	G_N	G_N
dekhne	karte	ka	hi	hi	hi	G_N	G_N
ka	dekhne	..	hi	hi	univ	G_N	PSP
