 0 1 2
1270 is hi G_PRP
1271 bigger en G_J
1272 than en PSP
1273 COUNTRY en G_N
1274 HUM hi G_PRP
1275 INDIAWAALE hi G_N
1276 Jo hi G_PRP
1277 KHUSHI hi G_J
1278 INDIA ne G_N
1279 Ki hi PSP
1280 JEET hi G_N
1281 Me hi PSP
1282 milti hi G_V
1283 wo hi G_PRP
1284 aur hi CC
1285 kahi hi G_PRP
1286 nahi hi G_PRT
1287 😍😍 univ E
1288 JAI hi G_N
1289 HIND hi G_N
1290 #IndvsSA univ #
1291 #IndWins univ #
1292 #### #### ####
1293 "	univ	G_X
Humpe	hi	G_PRP
ye	hi	G_PRP
kisne	hi	G_PRP
hara	hi	G_J
rang	hi	G_N
daala	hi	G_V
,	univ	G_X
khushi	hi	G_N
ne	hi	PSP
humari	hi	G_PRP
hme	hi	G_PRP
maar	hi	G_V
daala	hi	G_V
" univ G_X
1294 - univ G_X
1295 SA acro G_N
1296 team en G_N
1297 singing en G_N
1298 right en G_R
1299 now en G_R
1300 . univ G_X
1301 #IndvsSA univ #
1302 #### #### ####
1303 isi hi G_PRP
1304 khushi hi G_N
1305 k hi PSP
1306 mauke hi G_N
1307 pe hi PSP
1308 @thetanmay univ @
1309 & en CC
1310 sab hi G_SYM
1311 AIB acro G_N
1312 k hi CC
1313 team en G_N
1314 ko hi PSP
1315 gaaliyan hi G_N
1316 deke hi G_V
1317 khushi hi G_N
1318 manao hi G_V
1319 #WontGiveItBack univ #
1320 #IndvsSA univ #
1321 #### #### ####
1322 @SDhawan25 univ @
1323 tumko hi G_PRP
1324 shikhar hi G_N
1325 par hi PSP
1326 dekh hi G_V
1327 ke hi PSP
1328 bahaut hi G_R
1329 khushi hi G_N
1330 hui hi G_V
1331 . univ G_X
1332 Congratulations en G_PRT
1333 ! univ G_X
1334 #IndvsSA univ #
1335 #CWC15 univ #
1336 #### #### ####
1337 Itni hi G_PRT
1338 khushi hi G_N
1339 itni hi G_PRT
1340 khushi hi G_N
1341 😭 univ E
1342 . univ G_X
1343 I en G_PRP
1344 have en G_V
1345 no en G_R
1346 idea en G_N
1347 what en G_PRP
1348 to en PSP
1349 do en G_V
1350 ! univ G_X
1351 That's en G_N
1352 how en G_R
1353 champions en G_N
1354 play en G_V
1355 . univ G_X
1356 #IndvsSA univ #
1357 #CWC15 univ #
1358 #MaukaMauka univ #
1359 #BleedBlue univ #
1360 #Respect univ #
1361 #### #### ####
1362 Sabse hi G_R
1363 zyada hi G_J
1364 khushi hi G_N
1365 to hi G_PRT
1366 Star en G_N
1367 Sports en G_N
1368 waalo hi PSP
1369 ko hi PSP
1370 ho hi G_V
1371 rahi hi G_V
1372 hogi hi G_V
1373 , univ G_X
1374 unhe hi G_PRP
1375 ' univ G_X
1376 Jai hi G_N
1377 Ho hi G_N
1378 ' univ G_X
1379 ke hi PSP
1380 liye hi PSP
1381 ek hi G_SYM
1382 naya hi G_J
1383 match en G_N
1384 jo hi G_PRP
1385 mil hi G_V
1386 gaya hi G_V
1387 . univ G_X
1388 #IndvsSA univ #
1389 #### #### ####
1390 Aa hi G_V
1391 gaya hi G_V
1392 mauka hi G_N
1393 ... univ G_X
1394 India ne G_N
1395 won en G_V
1396 .. univ G_X
1397 #IndvsSA univ #
1398 #### #### ####
1399 Iss hi G_PRP
1400 world en G_N
1401 cup en G_N
1402 mai hi PSP
1403 koi hi G_PRP
1404 khushi hi G_N
1405 nai hi G_PRT
1406 milni hi G_V
1407 . univ G_X
1408 Na hi G_PRT
1409 #Pakistan univ #
1410 ne hi PSP
1411 jeetna hi G_N
1412 hai hi G_V
1413 , univ G_X
1414 Na hi G_PRT
1415 #India univ #
1416 ne hi PSP
1417 Haarna hi G_N
1418 hai hi G_V
1419 #WC2015 univ #
1420 #IndvsSA univ #
1421 #### #### ####
1422 Indian en G_N
1423 ki hi PSP
1424 har hi G_N
1425 jeet hi G_N
1426 pakistan ne G_N
1427 ko hi PSP
1428 bohat hi G_PRT
1429 khushi hi G_N
1430 deti hi G_V
1431 hai hi G_V
1432 . univ G_X
1433 lol univ G_PRT
1434 . univ G_X
1435 #IndvsSA univ #
1436 #### #### ####
1437 ye hi G_PRP
1438 match en G_N
1439 se hi PSP
1440 pakistan ne G_N
1441 ko hi PSP
1442 ye hi G_PRP
1443 khushi hi G_N
1444 hogi hi G_V
1445 ki hi PSP
1446 koi hi G_PRP
1447 aur hi CC
1448 country en G_N
1449 bhi hi G_PRT
1450 unki hi G_PRP
1451 hi hi PSP
1452 jaise hi G_R
1453 buri hi G_J
1454 tarah hi G_R
1455 se hi PSP
1456 haar hi G_N
1457 sakta hi G_V
1458 hai hi G_V
1459 #IndvsSA univ #
1460 #### #### ####
1461 oyeeeee univ G_PRT
1462 Light en G_N
1463 Aaaagai hi G_V
1464 ... univ G_X
1465 pehli hi G_N
1466 baar hi G_PRT
1467 light en G_N
1468 aane hi G_N
1469 ki hi PSP
1470 itni hi G_PRT
1471 khushi hi G_N
1472 hui hi G_V
1473 hai hi G_V
1474 BC acro G_PRT
1475 #INDvsSA univ #
1476 #### #### ####
1477 Pakistani ne G_J
1478 ' univ G_X
1479 s en PSP
1480 khushi hi G_N
1481 is hi G_V
1482 directly en G_R
1483 propotional en G_J
1484 to en G_PRT
1485 India's en G_N
1486 defeat en G_V
1487 ☺ univ E
1488 😀 univ E
1489 SA acro G_N
1490 walo hi G_PRT
1491 aj hi G_R
1492 na hi PSP
1493 phorne hi G_N
1494 dena hi G_V
1495 inko hi G_PRP
1496 phatake hi G_N
1497 😉😬 univ E
1498 #CWC15 univ #
1499 #IndvsSA univ #
1500 #### #### ####
1501 are hi PSP
1502 kohli hi G_N
1503 ... univ G_X
1504 pakistani ne G_N
1505 ke hi PSP
1506 ball en G_N
1507 pe hi PSP
1508 out en G_R
1509 nai hi G_PRT
1510 hona hi G_N
1511 tha hi G_V
1512 BC acro G_PRT
1513 .... univ G_X
1514 sab hi G_SYM
1515 saale hi G_PRT
1516 isi hi G_PRP
1517 khushi hi G_N
1518 me hi PSP
1519 patakhe hi G_N
1520 phodne hi G_N
1521 lag hi G_V
1522 jaenge hi G_V
1523 .. univ G_X
1524 #IndvsSA univ #
1525 #SAvsIND univ #
1526 #### #### ####
1527 @BadlapurFilm univ @
1528 dekhne hi G_N
1529 ke hi PSP
1530 baad hi G_N
1531 aaj hi G_R
1532 Hua hi G_V
1533 #Badlapura univ #
1534 Fadu hi G_J
1535 performance en G_N
1536 by en PSP
1537 India ne G_N
1538 ..... univ G_X
1539 #IndvsSA univ #
1540 #IndWins univ #
1541 #CWC15 univ #
1542 #### #### ####
1543 Chalo hi G_V
1544 IND acro G_N
1545 aaj hi G_R
1546 opponent en G_N
1547 ko hi PSP
1548 SAF hi G_V
1549 kar hi G_V
1550 diya hi G_V
1551 #IndvsSA univ #
1552 #### #### ####
1553 Pakistani ne G_N
1554 - univ G_X
1555 Aaj hi G_R
1556 phir hi G_R
1557 se hi PSP
1558 patakhe hi G_N
1559 nai hi G_PRT
1560 phod hi G_N
1561 paaye hi G_V
1562 . univ G_X
1563 :) univ E
1564 2nd univ G_SYM
1565 Pakistan ne G_N
1566 - univ G_X
1567 Chalo hi G_V
1568 tv acro G_N
1569 hi hi G_PRT
1570 tode hi G_V
1571 lete hi G_V
1572 hai hi G_V
1573 . univ G_X
1574 @Paagal_Luke univ @
1575 #IndVsSA univ #
1576 #BleedBlue univ #
1577 #### #### ####
1578 #Jeet univ #
1579 ka hi PSP
1580 shikhar hi G_N
1581 india ne G_N
1582 world en G_N
1583 cup en G_N
1584 jarur hi G_J
1585 jitegi hi G_V
1586 kyoki hi CC
1587 bahut hi G_SYM
1588 badiya hi G_J
1589 team en G_N
1590 hai hi G_V
1591 #### #### ####
1592 Yadav ne G_N
1593 bhaiya hi G_N
1594 good en G_J
1595 pace en G_N
1596 ! univ G_X
1597 Bahut hi G_SYM
1598 badiya hi G_J
1599 😆 univ E
1600 aisa hi G_R
1601 he hi G_V
1602 gola hi G_N
1603 feko hi G_V
1604 #IndvsSA univ #
1605 #CWC15 univ #
1606 #### #### ####
1607 @scratchysingh univ @
1608 It's en G_N
1609 like en G_R
1610 pados hi G_N
1611 ka hi PSP
1612 launda hi G_N
1613 agar hi CC
1614 aap hi G_PRP
1615 ko hi PSP
1616 thoktaa hi G_V
1617 hain hi G_V
1618 aur hi CC
1619 aap hi G_PRP
1620 ke hi PSP
1621 papa hi G_N
1622 taali hi G_N
1623 bajaatey hi G_V
1624 sabhaash hi G_PRT
1625 beta hi G_N
1626 bahut hi G_SYM
1627 badiya hi G_J
1628 ! univ G_X
1629 Doh hi G_SYM
1630 aur hi CC
1631 maar hi G_V
1632 . univ G_X
1633 #### #### ####
1634 Ye hi G_PRP
1635 to hi G_PRT
1636 Palasia ne G_N
1637 bhi hi G_PRT
1638 Pahuch hi G_V
1639 gaye hi G_V
1640 .. univ G_X
1641 bahut hi G_SYM
1642 mast hi G_J
1643 aur hi CC
1644 fast en G_J
1645 bhag hi G_V
1646 rahe hi G_V
1647 hai hi G_V
1648 !! univ G_X
1649 Badiya hi G_J
1650 #Indore univ #
1651 #RunIndoreRun univ #
1652 #JioIndoreMarathon univ #
1653 http://t.co/wBcI5uJiT1 univ U
1654 #### #### ####
1655 @praktabh univ @
1656 bahut hi G_SYM
1657 badiya hi G_J
1658 ... univ G_X
1659 gali hi G_N
1660 dene hi G_N
1661 me hi PSP
1662 PHD acro G_N
1663 kie hi G_V
1664 ho hi G_V
1665 #### #### ####
1666 Bahut hi G_SYM
1667 badiya hi G_J
1668 thi hi G_V
1669 rangoli hi G_N
1670 , univ G_X
1671 aap hi G_PRP
1672 food en G_N
1673 wali hi PSP
1674 pict en G_N
1675 . univ G_X
1676 mat hi G_PRT
1677 dala hi G_V
1678 karo hi G_V
1679 #### #### ####
1680 bahut hi G_SYM
1681 badiya hi G_J
1682 ab hi G_R
1683 bihar ne G_N
1684 ki hi PSP
1685 rally en G_N
1686 aisi hi G_R
1687 honi hi G_V
1688 chahiye hi G_V
1689 ki hi PSP
1690 nitish ne G_N
1691 kumar ne G_N
1692 ki hi PSP
1693 neend hi G_N
1694 ud hi G_V
1695 jaye hi G_V
1696 #### #### ####
1697 @saritashandilya univ @
1698 #mekhlawings univ #
1699 Bahut hi G_SYM
1700 Badiya hi G_J
1701 Sarita ne G_N
1702 ji hi G_PRT
1703 ... univ G_X
1704 kaise hi G_PRP
1705 hai hi G_V
1706 aap hi G_PRP
1707 . univ G_X
1708 Pl en G_R
1709 meet en G_V
1710 my en DT
1711 younger en G_J
1712 sister en G_N
1713 Pragya ne G_N
1714 @pragya_as univ @
1715 a en DT
1716 GEM en G_J
1717 and en CC
1718 a en DT
1719 GENIUS en G_J
1720 . univ G_X
1721 #### #### ####
1722 @rinib1 univ @
1723 92.7 univ $
1724 FM acro G_N
1725 pay hi PSP
1726 neelabh ne G_N
1727 misra ne G_N
1728 9.45 univ $
1729 pm acro G_N
1730 pay hi PSP
1731 achee hi G_J
1732 story en G_N
1733 sunate hi G_V
1734 hain hi G_V
1735 - univ G_X
1736 bahut hi G_PRT
1737 badiya hi G_J
1738 - univ G_X
1739 will en G_V
1740 tweet en G_V
1741 1 univ $
1742 more en G_SYM
1743 tomorrow en G_R
1744 - univ G_X
1745 on en PSP
1746 honesty en G_N
1747 #### #### ####
1748 Bahut hi G_SYM
1749 hi hi G_PRT
1750 badiya hi G_J
1751 Lines en G_N
1752 . univ G_X
1753 #### #### ####
1754 This en G_PRP
1755 #Morkel univ #
1756 wicket en G_N
1757 looked en G_V
1758 like en G_R
1759 #Dhoni univ #
1760 telling en G_V
1761 one en G_SYM
1762 #CSK univ #
1763 teammate en G_N
1764 to hi G_PRT
1765 get en G_V
1766 bowled en G_N
1767 by en PSP
1768 another en DT
1769 CSK acro G_N
1770 teammate en G_N
1771 .. univ G_X
1772 Ye hi G_PRP
1773 IPL acro G_N
1774 hai hi G_V
1775 ya hi CC
1776 #WorldCup2015 univ #
1777 BC acro G_PRT
1778 #### #### ####
1779 Mohit ne G_N
1780 gets en G_V
1781 Faf ne G_N
1782 and en CC
1783 Dhoni ne G_N
1784 smiles en G_V
1785 . univ G_X
1786 Chepauk hi G_V
1787 le hi G_V
1788 IPL acro G_N
1789 net en G_N
1790 practice en G_V
1791 panreengla undef G_N
1792 ? univ G_X
1793 #### #### ####
1794 So en PSP
1795 finally en G_R
1796 MS ne G_N
1797 Dhoni ne G_N
1798 whispered en G_V
1799 Faf ne G_N
1800 Du ne G_N
1801 Plesis ne G_N
1802 "	univ	G_X
Beta	hi	G_N
out	en	G_R
ho	hi	G_V
jaa	hi	G_V
nahi	hi	G_PRT
toh	hi	CC
IPL	acro	G_N
se	hi	PSP
out	en	G_R
kara	hi	G_V
dunga	hi	G_V
" univ G_X
1803 LOL univ G_PRT
1804 #IndVsSA univ #
1805 #### #### ####
1806 Dhoni ne G_N
1807 should en G_V
1808 remind en G_V
1809 Faf ne G_N
1810 abt en PSP
1811 IPL acro G_N
1812 !! univ G_X
1813 Agar hi CC
1814 khelna hi G_V
1815 hai hi G_V
1816 toh hi G_PRT
1817 out en G_R
1818 ho hi G_V
1819 jaa hi G_V
1820 !! univ G_X
1821 Hussey ne G_N
1822 z en G_PRP
1823 back en G_N
1824 in en PSP
1825 d en DT
1826 team en G_N
1827 !!! univ G_X
1828 #justsaying univ #
1829 #IndiaVsSouthAfrica univ #
1830 #### #### ####
1831 @saranshk univ @
1832 Dhoni ne G_N
1833 should en G_V
1834 prompt en G_V
1835 to en PSP
1836 Faf ne G_N
1837 out en G_R
1838 ho hi G_V
1839 ja hi G_V
1840 BC acro G_PRT
1841 nai hi G_PRT
1842 toh hi CC
1843 IPL acro G_N
1844 khelne hi G_V
1845 ko hi PSP
1846 nai hi G_PRT
1847 milega hi G_V
1848 !! univ G_X
1849 Hussey ne G_N
1850 z en G_PRP
1851 back en G_N
1852 so en PSP
1853 u en G_PRP
1854 better en G_R
1855 watch en G_V
1856 out en G_PRT
1857 !!! univ G_X
1858 #### #### ####
1859 Bhai hi G_N
1860 galat hi G_J
1861 ho hi G_V
1862 raha hi G_V
1863 dhoni ne G_N
1864 ko hi PSP
1865 bolo hi G_V
1866 IPL acro G_N
1867 IPL acro G_N
1868 chillana hi G_V
1869 band hi G_J
1870 kare hi G_V
1871 wicket en G_N
1872 ke hi PSP
1873 piche hi G_N
1874 se hi PSP
1875 ... univ G_X
1876 #IndvsSA univ #
1877 #CCC15 univ #
1878 #IPLAuction univ #
1879 #### #### ####
1880 DHONI ne G_N
1881 , univ G_X
1882 SIRF hi G_R
1883 IPL acro G_N
1884 MEIN hi PSP
1885 SHER hi G_N
1886 BANO hi G_V
1887 , univ G_X
1888 AAP hi G_PRP
1889 . univ G_X
1890 IDIOT en G_J
1891 . univ G_X
1892 #WTFDHONI univ #
1893 #CWC15 univ #
1894 #IndvsSA univ #
1895 #### #### ####
1896 meanwhile en G_R
1897 Dhoni ne G_N
1898 -- univ G_X
1899 tujhe hi G_PRP
1900 jeet hi G_N
1901 ke hi PSP
1902 rahenge hi G_V
1903 , univ G_X
1904 tera hi G_PRP
1905 shauk hi G_N
1906 chada hi G_V
1907 hai hi G_V
1908 :D univ E
1909 #IndvsSA univ #
1910 #MaukaMauka univ #
1911 #CWC15 univ #
1912 #### #### ####
1913 People en G_N
1914 trending en G_V
1915 poonam ne G_N
1916 pandey ne G_N
1917 on en PSP
1918 twitter en G_N
1919 , univ G_X
1920 tum hi G_PRP
1921 log hi G_N
1922 mar hi G_V
1923 kyun hi G_PRP
1924 nahin hi G_PRT
1925 jaate hi G_V
1926 ???? univ G_X
1927 #### #### ####
1928 @kamaalrkhan univ @
1929 kamal hi G_N
1930 bhai hi G_N
1931 Aaj hi G_R
1932 to hi PSP
1933 poonam ne G_N
1934 pandey ne G_N
1935 cha hi G_V
1936 gayi hi G_V
1937 hai hi G_V
1938 ........ univ G_X
1939 hole en G_J
1940 credit en G_N
1941 goes en G_V
1942 to hi PSP
1943 u en G_PRP
1944 #### #### ####
1945 Man en G_N
1946 of en PSP
1947 the en DT
1948 match en G_N
1949 #Dhawan univ #
1950 : univ G_X
1951 Dhamaka hi G_N
1952 dika hi G_V
1953 diya hi G_V
1954 bhai hi G_N
1955 tune👍👏 hi G_PRP
1956 #IndiaVsSouthAfrica univ #
1957 #### #### ####
1958 Shoib ne G_N
1959 aktar ne G_N
1960 gone en G_V
1961 rowdy en G_J
1962 on en PSP
1963 national en G_J
1964 television en G_N
1965 , univ G_X
1966 giving en G_V
1967 Pakistan ne G_N
1968 team en G_N
1969 a en DT
1970 royal en G_J
1971 dress en G_N
1972 down en G_R
1973 . univ G_X
1974 Jago hi G_V
1975 Misbah ne G_N
1976 Jago hi G_V
1977 . univ G_X
1978 LYAO univ G_PRT
1979 . univ G_X
1980 https://t.co/qOMbB3anfm univ U
1981 #### #### ####
1982 @PowerPlayWorld univ @
1983 heard en G_V
1984 shoib ne G_N
1985 akhtars ne G_N
1986 interview en G_N
1987 post en G_N
1988 Pakistan-West ne G_N
1989 Indies ne G_N
1990 match en G_N
1991 ? univ G_X
1992 ' univ G_X
1993 misbah ne G_N
1994 match en G_N
1995 ki hi PSP
1996 summary en G_N
1997 de hi G_V
1998 raha hi G_V
1999 hai hi G_V
2000 ?! univ G_X
2001 ' univ G_X
2002 #### #### ####
2003 Page_2/3 en G_N
2004 A en G_N
2005 . univ G_X
2006 Razaque ne G_N
2007 , univ G_X
2008 M ne G_N
2009 . univ G_X
2010 Hafeez ne G_N
2011 , univ G_X
2012 Shoib ne G_N
2013 Malik ne G_N
2014 Ko hi PSP
2015 Shamil hi G_J
2016 Kiya hi G_V
2017 Jae hi G_V
2018 , univ G_X
2019 Or hi CC
2020 Misbah ne G_N
2021 , univ G_X
2022 Younis ne G_N
2023 Or hi CC
2024 Afridi ne G_N
2025 Nikaly hi G_V
2026 Jaen hi G_V
2027 Or hi CC
2028 Caption en G_N
2029 Hafez ne G_N
2030 Ko hi PSP
2031 Bnaya hi G_V
2032 Jae hi G_V
2033 #### #### ####
2034 shoib ne G_N
2035 akhtar ne G_N
2036 misbah ne G_N
2037 ky hi PSP
2038 khlaf hi G_J
2039 zda hi G_PRT
2040 bhonky hi G_N
2041 na hi G_PRT
2042 , univ G_X
2043 khud hi G_PRP
2044 apna hi G_PRP
2045 pta hi G_J
2046 nahe hi G_PRT
2047 jb hi G_PRP
2048 heroin en G_N
2049 ka hi PSP
2050 nasha hi G_N
2051 krta hi G_V
2052 tha hi G_V
2053 . univ G_X
2054 ganda hi G_J
2055 #### #### ####
2056 pori hi G_J
2057 team en G_N
2058 k hi CC
2059 khilaf hi G_J
2060 operation en G_N
2061 hona hi G_V
2062 chahiye hi G_V
2063 aur hi CC
2064 misbah ne G_N
2065 ko hi PSP
2066 b hi G_PRT
2067 ab hi G_R
2068 team en G_N
2069 k hi PSP
2070 jan hi PSP
2071 chorni hi G_N
2072 chahiye hi G_V
2073 . univ G_X
2074 shoib ne G_N
2075 akhter ne G_N
2076 #### #### ####
2077 "	univ	G_X
@mohamm_s	univ	@
:	univ	G_X
LOL	univ	G_PRT
facebook	ne	G_N
pe	hi	PSP
ek	hi	G_SYM
video	en	G_N
Dekha	hi	G_V
Shoib	ne	G_N
akhtar	ne	G_N
Misbah	ne	G_N
ki	hi	PSP
le	hi	G_V
raha	hi	G_V
tha	hi	G_V
Usme	hi	G_PRP
ha	univ	G_PRT
ha	univ	G_PRT
" univ G_X
2078 DDLJ acro G_N
2079 Forever en G_R
2080 In en PSP
2081 Maratha ne G_N
2082 Mandir ne G_N
2083 #### #### ####
2084 LOL univ G_PRT
2085 facebook ne G_N
2086 pe hi PSP
2087 ek hi G_SYM
2088 video en G_N
2089 Dekha hi G_V
2090 Shoib ne G_N
2091 akhtar ne G_N
2092 Misbah ne G_N
2093 ki hi PSP
2094 le hi G_V
2095 raha hi G_V
2096 tha hi G_V
2097 Usme hi G_PRP
2098 ha univ G_PRT
2099 ha univ G_PRT
2100 #### #### ####
2101 @geonews_urdu univ @
2102 jb hi G_PRP
2103 misbah ne G_N
2104 nhi hi G_PRT
2105 khelta hi G_V
2106 to hi G_PRT
2107 team en G_N
2108 200 univ $
2109 b hi G_PRT
2110 cross en G_V
2111 nhi hi G_PRT
2112 krti hi G_V
2113 ... univ G_X
2114 shoib ne G_N
2115 akhtr ne G_N
2116 prsnl en G_N
2117 horhy hi G_V
2118 hai hi G_V
2119 #### #### ####
2120 shoib ne G_N
2121 akhtar ne G_N
2122 sy hi PSP
2123 koi hi G_PRP
2124 pochay hi G_V
2125 usny hi G_PRP
2126 umar ne G_N
2127 akmal ne G_N
2128 ya hi CC
2129 afridi ne G_N
2130 k hi CC
2131 catch en G_N
2132 drops en G_V
2133 py hi PSP
2134 ek hi G_SYM
2135 lafz hi G_N
2136 nae hi G_PRT
2137 kaha hi G_V
2138 ?? univ G_X
2139 bas hi G_SYM
2140 misbah ne G_N
2141 aur hi CC
2142 waqar ne G_N
2143 sy hi PSP
2144 bughz en G_N
2145 nikalny hi G_V
2146 betha hi G_V
2147 hua hi G_V
2148 hai hi G_V
2149 #### #### ####
2150 - univ G_X
2151 Misbah ne G_N
2152 4 univ $
2153 year's en G_N
2154 se hi PSP
2155 bewakoof hi G_J
2156 banata hi G_N
2157 aa hi G_V
2158 raha hi G_V
2159 hai hi G_V
2160 . univ G_X
2161 Shoib ne G_N
2162 Akhter ne G_N
2163 . univ G_X
2164 #### #### ####
2165 @saadiaafzaal univ @
2166 Pagl hi G_J
2167 he hi G_V
2168 ye hi G_PRP
2169 Qaom hi G_N
2170 Jo hi G_PRP
2171 misbah ne G_N
2172 ka hi PSP
2173 Cmprezm en G_N
2174 imraan ne G_N
2175 se hi PSP
2176 kr hi G_V
2177 rhe hi G_V
2178 he hi G_V
2179 . univ G_X
2180 khuda hi G_N
2181 ko hi PSP
2182 maano hi G_V
2183 kaha hi G_PRP
2184 misbah ne G_N
2185 kaha hi G_PRP
2186 imran ne G_N
2187 .. univ G_X
2188 shoib ne G_N
2189 Akhtar ne G_N
2190 #### #### ####
2191 Misbah ne G_N
2192 JSA hi G_R
2193 buzdil hi G_J
2194 ar hi PSP
2195 khudgarz hi G_J
2196 kaptan en G_N
2197 mai hi G_PRP
2198 ne hi PSP
2199 kbi hi G_SYM
2200 ni hi G_PRT
2201 daikha hi G_V
2202 shoib ne G_N
2203 akhter ne G_N
2204 #### #### ####
2205 shoib ne G_N
2206 btaen hi G_V
2207 aitraz hi G_R
2208 team en G_N
2209 ki hi PSP
2210 nakas hi G_N
2211 performance en G_N
2212 sy hi PSP
2213 hai hi G_V
2214 ya hi CC
2215 misbah ne G_N
2216 ki hi PSP
2217 "	univ	G_X
tutti	hi	G_J
pajji	hi	G_J
" univ G_X
2218 english en G_N
2219 sy hi PSP
2220 ??? univ G_X
2221 #### #### ####
2222 Is hi G_PRP
2223 tem en G_N
2224 se hi PSP
2225 behtar hi G_J
2226 to hi PSP
2227 gali hi G_N
2228 ke hi PSP
2229 bachy hi G_N
2230 khelty hi G_V
2231 hi hi G_V
2232 jisy hi PSP
2233 Wst ne G_N
2234 indes ne G_N
2235 k hi PSP
2236 choti hi G_J
2237 tem en G_N
2238 itna hi G_PRT
2239 bura hi G_J
2240 shikast hi G_N
2241 day hi G_V
2242 rhi hi G_V
2243 hi hi G_V
2244 Misbah ne G_N
2245 ko hi PSP
2246 mustafi hi G_J
2247 hona hi G_V
2248 chahy hi G_V
2249 Shoib ne G_N
2250 Ahtar ne G_N
2251 #### #### ####
2252 shoib ne G_N
2253 akhtar ne G_N
2254 ko hi PSP
2255 koi hi G_PRP
2256 btae hi G_V
2257 k hi PSP
2258 11 univ $
2259 may hi PSP
2260 iski hi G_PRP
2261 cricket en G_N
2262 misbah ne G_N
2263 ny hi PSP
2264 nae hi G_PRT
2265 mohsin ne G_N
2266 khan ne G_N
2267 aue hi CC
2268 afridi ne G_N
2269 ny hi PSP
2270 khatam hi G_J
2271 ki hi G_V
2272 thi hi G_V
2273 .. univ G_X
2274 thora hi G_R
2275 kam hi G_J
2276 ghussa hi G_N
2277 kary hi G_V
2278 us hi G_PRP
2279 py hi PSP
2280 #### #### ####
2281 "	univ	G_X
Misbah	ne	G_N
90	univ	$
balls	en	G_N
mein	hi	PSP
50	univ	$
banata	hi	G_N
hai	hi	G_V
,	univ	G_X
aur	hi	CC
phir	hi	G_R
gandhi	hi	G_J
angrezi	hi	G_N
bolta	hi	G_V
hai	hi	G_V
" univ G_X
2282 - univ G_X
2283 shoib ne G_N
2284 Akhtar ne G_N
2285 #### #### ####
2286 I en G_PRP
2287 donno en G_N
2288 y en G_PRT
2289 ... univ G_X
2290 I en G_PRP
2291 am en G_V
2292 getting en G_V
2293 a en DT
2294 feel en G_V
2295 that en G_PRP
2296 Shoib ne G_N
2297 akhtar​ ne G_N
2298 is en G_V
2299 the en DT
2300 most en G_R
2301 gawar hi G_J
2302 #hindi univ #
2303 commentator en G_N
2304 I en G_PRP
2305 ever en G_R
2306 heard en G_V
2307 #IndvdPak univ #
2308 #BleedBlue univ #
2309 #kohli univ #
2310 #misbah univ #
2311 #### #### ####
2312 Vivekanand ne G_N
2313 Narayan ne G_N
2314 Vedang ne G_N
2315 Chauhan ne G_N
2316 Pragyensh ne G_N
2317 Kumar ne G_N
2318 Harsh ne G_N
2319 Kumar ne G_N
2320 Narula ne G_N
2321 Mritunjay ne G_N
2322 Tiwari ne G_N
2323 That en DT
2324 reminds en G_V
2325 me en G_PRP
2326 of en PSP
2327 something en G_N
2328 . univ G_X
2329 #### #### ####
2330 Reminds en G_V
2331 me en G_PRP
2332 of en PSP
2333 Ravi ne G_N
2334 Bhoraskar ne G_N
2335 Jaspreet ne G_N
2336 Saluja ne G_N
2337 Shainky ne G_N
2338 ! univ G_X
2339 #### #### ####
2340 Saale hi G_N
2341 Ashish ne G_N
2342 kaminepan hi G_J
2343 mein hi PSP
2344 to en G_PRT
2345 yeh hi G_PRP
2346 idea en G_N
2347 to en G_PRT
2348 tere hi G_PRP
2349 liye hi PSP
2350 starters(in en G_N
2351 a en DT
2352 dinner en G_N
2353 course en G_N
2354 ) univ G_X
2355 ke hi PSP
2356 layak hi G_J
2357 bhi hi G_N
2358 nahi hi G_PRT
2359 hain hi G_V
2360 #### #### ####
2361 I en G_PRP
2362 love en G_V
2363 iitb acro G_X
2364 IITB acro G_N
2365 Confessions en G_N
2366 #### #### ####
2367 masle hi G_N
2368 sheher hi G_N
2369 ke hi PSP
2370 bade hi G_J
2371 ya hi CC
2372 chote hi G_J
2373 hone hi G_V
2374 se hi PSP
2375 nahi hi G_PRT
2376 hote hi G_V
2377 hai hi G_V
2378 .. univ G_X
2379 masle hi G_N
2380 to en G_PRT
2381 bas hi G_SYM
2382 ho hi G_V
2383 jaate hi G_V
2384 hai hi G_V
2385 ..!! univ G_X
2386 #### #### ####
2387 Keerthi hi G_N
2388 ! univ G_X
2389 lets en G_N
2390 open en G_V
2391 a en DT
2392 NGO acro G_N
2393 together en G_R
2394 ! univ G_X
2395 toote hi G_J
2396 dil hi G_N
2397 ke hi PSP
2398 marezon hi G_N
2399 ke hi PSP
2400 liye hi PSP
2401 #### #### ####
2402 #296 univ #
2403 : univ G_X
2404 ye hi G_PRP
2405 mood en G_J
2406 i en G_PRP
2407 waalon hi G_PRT
2408 ko hi PSP
2409 koi hi G_PRP
2410 kaam hi G_N
2411 hi hi G_PRT
2412 nai hi G_PRT
2413 hai hi G_V
2414 bas hi G_SYM
2415 baith hi G_V
2416 k hi PSP
2417 cover en G_N
2418 aur hi CC
2419 profile en G_N
2420 pic en G_N
2421 badalte hi G_V
2422 rena hi G_V
2423 ... univ G_X
2424 saari hi G_SYM
2425 news en G_N
